,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,cover included,standing screen display size,color screen,wattage,fabric type,flash memory size,processor count,connectivity technology,mirror adjustment,pricing,size,material,brand,department,scanner resolution,is assembly required?,colour,speaker amplification type,international shipping,audio sensitivity,hardware interface,audio jack,phone standy time (with data),power source type,color,form factor,domestic shipping,oem part number,gsm frequencies,mfg recommended age,ram,wireless remote,compatible phone models,item weight,usage,manufacturer,batteries,number of component outputs,model,device interface - primary,manufacturer recommended age,signal format,warranty description,display technology,special features,output wattage,thickness,guitar pick thickness,battery type,safety rating,item package quantity,language,rated,rating,phone talk time,batteries required,is discontinued by manufacturer,specification met,width (inches),package dimensions,release date,date first available,national stock number,power source,material type,specific uses for product,max screen resolution,batteries required?,compatible devices,our recommended age,import designation,manufacturer part number,display size,operating system,included components,brand name,ASIN,weight,computer memory type,part number,model number,style,connector type,binding,color name,product dimensions,impedance,shape,connectivity technologies,additional features,height (inches),horsepower,additional product features,os,wireless communication technologies,hardware platform,warranty,finish,number of items,series,batteries included?,voltage,other display features,battery cell type,folding,item dimensions  lxwxh,item model number,best sellers rank
1814,"Altec Lansing Bluetooth Wireless with Voice Confirmation Headphones, MZW300",THE E-COM STORE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2ZWS25YG0P5DE&isAmazonFulfilled=1,,,https://www.amazon.com//Altec-Bluetooth-Wireless-Confirmation-Headphones/product-reviews/B01GJS2TX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 pounds,,"Sakar International, Inc.",1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.1,,,No,,,,,"June 1, 2016",,,,,,,,,,,,,,,B01GJS2TX2,,,,,,,,,6.8 x 3.8 x 8.9 inches,,,,,,,,,,,,,,,,,,,,,MZW300-RED,"#2,441 in Over-Ear Headphones"
1815,JBL JBLENDURJUMPTEL Endurance Jump Wireless Sports Headphones - Teal,JMBO Sales (Fast shipping),https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A122NEKMYVAI1X&isAmazonFulfilled=1,,,https://www.amazon.com//JBL-Endurance-Waterproof-Headphones-One-Touch/product-reviews/B07D3CTCXP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,JBL,1 Product Specific batteries required.,,,,,,,,,,,,,,,,,4.3,,,No,,,,,"May 15, 2018",,,,,,,,,,,,,,,B07D3CTCXP,,,,,,,,,6 x 8 x 2 inches,,,,,,,,,,,,,,,,,,,,,JBLENDURJUMPTEL,"#3,640 in Earbud & In-Ear Headphones"
1816,"Sleep Headphones Bluetooth Headband - Wireless Bluetooth 5.0 Music Sleeping Eye Mask with Ultra-Thin HD Stereo Speakers Perfect for Sleeping, Workout, Jogging, Yoga, Insomnia, Air Travel, Meditation",Aumo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMRRFWGUQPI1T&isAmazonFulfilled=1,,,https://www.amazon.com//Sleep-Headphones-Bluetooth-Headband-Ultra-Thin/product-reviews/B08D7CP3YD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,Smerk,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,3.9,,,,,,3.7 x 2.9 x 1.8 inches,,"September 15, 2020",,,,,,,,,,,,,,,B08D7CP3YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,916 in Over-Ear Headphones"
1817,Bulk Earbuds Headphones Wholesale Earphones - Keewonda 100 Pack Disposable Ear Buds Bulk Multi Colored Headphones for School Classroom Students,keewonda,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3NERLIAUAJC55&isAmazonFulfilled=1,,,https://www.amazon.com//Bulk-Earbuds-Headphones-Wholesale-Earphones/product-reviews/B07D822P5D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98 pounds,,Keewonda,,,,,,,,,,,,,,,,,,4.0,,,No,,,,,"May 23, 2018",,,,,,,,,,,,,,,B07D822P5D,,,,,,,,,3.93 x 0.55 x 0.39 inches,,,,,,,,,,,,,,,,,,,,,,"#1,898 in Earbud & In-Ear Headphones"
1818,"Giveet Wireless Headphones for TV Watching w/Bluetooth Transmitter, Support RCA, 3.5mm AUX Audio Out, High Volume Headset Ideal for Seniors & Hearing Impaired, Plug n Play, No Audio Delay",JGZHDirect-US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34YL1ZD5VXSH9&isAmazonFulfilled=1,,,https://www.amazon.com//Giveet-Wireless-Headphones-Bluetooth-Transmitter/product-reviews/B0855KL3DG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6 ounces,,JGZH,2 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.0,,,,,,,,"February 25, 2020",,,,,,,,,,,,,,,B0855KL3DG,,,,,,,,,7.09 x 4.72 x 0.43 inches,,,,,,,,,,,,,,,,,,,,,BTWH-035,"#6,298 in Video Games ( See Top 100 in Video Games ) #294 in PC Game Headsets"
1819,"AKSONIC Athlete Bluetooth Headphones Over Ear Headset aptX Low Latency Wireless with Mic, Dual Device Connection, Comfortable Protein Leather Earpads Works with Metal Detector",AKSONIC eStore,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1MBE1N2Y7ZKZX&isAmazonFulfilled=1,"Elastic Cord for Masks, 1/8 inch Black Elastic Bands for Knit Sewing Crafts DIY Ear Band Loop, 10…",https://www.amazon.com/Elastic-Masks-Black-Sewing-Crafts/dp/B08938G5ZT/ref=pd_bxgy_2/132-6894489-8143924?_encoding=UTF8&pd_rd_i=B08938G5ZT&pd_rd_r=126e2f56-d464-4902-8e17-05ce16059b71&pd_rd_w=k1ldH&pd_rd_wg=l7HOO&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=SPMZG7BVN0B6BA558612&psc=1&refRID=SPMZG7BVN0B6BA558612,https://www.amazon.com//AKSONIC-Bluetooth-Headphones-Connection-Comfortable/product-reviews/B07WGMT883/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Mens,,,,,,,,,,,,,,,,,,,,7.4 ounces,,AKSONIC,1 Product Specific batteries required. (included),,,,,,,,,,,,,,,,,4.0,,,No,,,,,"August 14, 2019",,,,,,,,,,,,,,,B07WGMT883,,,,,,,,,6.1 x 8 x 2.8 inches,,,,,,,,,,,,,,,,,,,,,BT80,"#1,939 in Over-Ear Headphones"
1820,Headphones/Earbuds/Earphones Wired Headphones Noise Isolating Earphones Built-in Microphone with Remote & Micphone Compatible with iPhone 7/7plus 8/8plus X/Xs/XR/Xs max/11/12/pro/se iPad/iPod -001,TANDUAJIN,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A193CP69JFOPP6&isAmazonFulfilled=1,,,https://www.amazon.com//Headphones-Earphones-Isolating-Microphone-Compatible/product-reviews/B08V9CCT7G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.458 ounces,,ZAYTONDTJ,,,,,,,,,,,,,,,,,,2.1,,,No,,,,,"January 29, 2021",,,,,,,,,,,,,,,B08V9CCT7G,,,,,,,,,2.4 x 2.4 x 0.3 inches,,,,,,,,,,,,,,,,,,,,,,"#2,632 in Earbud & In-Ear Headphones"
1821,"VCOM Kids Headphones with Microphone, Over Ear Wired Children Headset Stereo Earphone Monster Design with Volume Limiting Feature Compatible for iPad Smartphones Kindle Fire Tablets PC Laptops(Yellow)",VCOM International Ltd,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A24NJTU00GJVCN&isAmazonFulfilled=1,,,https://www.amazon.com//VCOM-Headphones-Microphone-Smartphones-Laptops-Green/product-reviews/B014BDDLAC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4 ounces,,VCOM INTERNATIONAL LTD,,,,,,,,,,,,,,,,,,4.0,,,No,,,,,"August 23, 2015",,,,,,,,,,,,,,,B014BDDLAC,,,,,,,,,7.99 x 7.4 x 3.58 inches,,,,,,,,,,,,,,,,,,,,,DE805-Green,"#1,114 in Over-Ear Headphones"
1822,Bluetooth Wireless Waterproof Earbuds | in-Ear Noise Cancelling Headphones | with Portable Travel Silicone Charging case hi-fi Stereo Microphone Wireless Headset for iPhone/Android (Purple),Blueziz,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3H4R6G52ELO2R&isAmazonFulfilled=1,Bluetooth Wireless Waterproof Earbuds | in-Ear Noise Cancelling Headphones | with Portable Travel…,https://www.amazon.com/Bluetooth-Waterproof-Cancelling-Headphones-Microphone/dp/B08DR9FJ4V/ref=pd_bxgy_2/145-5250092-0157814?_encoding=UTF8&pd_rd_i=B08DR9FJ4V&pd_rd_r=b08fb578-f689-4207-9d57-0c2e65030d9d&pd_rd_w=FPO81&pd_rd_wg=LM6tQ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YJZF4PFAYJWB9AR12W0P&psc=1&refRID=YJZF4PFAYJWB9AR12W0P,https://www.amazon.com//Bluetooth-Waterproof-Cancelling-Headphones-Microphone/product-reviews/B08DR3PJ29/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Unisex-adult,,,,,,,,,,,,,,,,,,,,1.28 ounces,,Blueziz,3 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.3,,,,,,,,"July 28, 2020",,,,,,,,,,,,,,,B08DR3PJ29,,,,,,,,,3.73 x 3.73 x 1.18 inches,,,,,,,,,,,,,,,,,,,,,,"#4,038 in Earbud & In-Ear Headphones"
1823,"iVANKY Aux Cable 4ft [Hi-Fi Sound, 2-Pack], 3.5mm Auxiliary Audio Cable Input Adapter, Male to Male Aux Cord for Car Stereo, iPhone, iPod, iPad, Headphone Lead for Sony, Beats, etc - Black",Alter Official,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2E1FT04RF13XV&isAmazonFulfilled=1,,,https://www.amazon.com//iVanky-Auxiliary-Compatible-Headphone-Speaker/product-reviews/B01KSTSV76/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811 ounces,,ivanky,,,,,,,,,,,,,,,,,,4.6,,,No,,,,,"August 22, 2016",,,,,,,,,,,,,,,B01KSTSV76,,,,,,,,,4.3 x 0.65 x 3.6 inches,,,,,,,,,,,,,,,,,,,,,IVANKY-AC-01,#43 in Stereo 1/4-inch & 1/8-inch Jack Cables
1824,Powerbeats3 Wireless In-Ear Headphones - White (Renewed),Chubbiestech,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AT1DRI0SUE1WL&isAmazonFulfilled=1,Powerbeats3 Wireless In-Ear Headphones - Flash Blue (Renewed),https://www.amazon.com/Powerbeats3-Wireless-Ear-Headphones-Renewed/dp/B06W5PKWMY/ref=pd_bxgy_2/135-1819138-4568138?_encoding=UTF8&pd_rd_i=B06W5PKWMY&pd_rd_r=7576671b-2b2f-4722-9dba-bd09ee925975&pd_rd_w=orRSJ&pd_rd_wg=0PUT2&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=DDWV1CN5HB6GJJW2QE8A&psc=1&refRID=DDWV1CN5HB6GJJW2QE8A,https://www.amazon.com//Powerbeats3-Wireless-Ear-Headphones-Renewed/product-reviews/B06WVKHVYX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98 ounces,,Beats,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,4.3,,,No,,,,,"February 21, 2017",,,,,,,,,,,,,,,B06WVKHVYX,,,,,,,,,5 x 5 x 5 inches,,,,,,,,,,,,,,,,,,,,,ML8W2LL/A,"#1,016 in Earbud & In-Ear Headphones"
1825,"USB Microphone for Computer with Noise Cancelling/Mute Button/Headphone Jack/LED Ring/Metal Stand, Condenser Desktop PC Microphone for Mac/Windows, Laptop, Desktop, Zoom, Gaming, Skype(Plug & Play)",KAPE Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJU5I13RIJDUR&isAmazonFulfilled=1,"Anker 4-Port USB 3.0 Hub, Ultra-Slim Data USB Hub with 2 ft Extended Cable [Charging Not Supported…",https://www.amazon.com/Anker-Extended-MacBook-Surface-Notebook/dp/B07L32B9C2/ref=pd_bxgy_2/140-4580876-1059743?_encoding=UTF8&pd_rd_i=B07L32B9C2&pd_rd_r=ac96d994-7428-428d-8bd1-39587d469eb8&pd_rd_w=tjliE&pd_rd_wg=fikmx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5E8Q3X8X0FQM1DG2KHXE&psc=1&refRID=5E8Q3X8X0FQM1DG2KHXE,https://www.amazon.com//Microphone-Cancelling-Headphone-Condenser-Compatible/product-reviews/B089F2SF73/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9 ounces,,Bietrun,,,,,,,,,,,,,,,,,,4.5,,,,,,,,"May 30, 2020",,,,,,,,,,,,,,,B089F2SF73,,,,,,,,,3.54 x 3.54 x 7.68 inches,,,,,,,,,,,,,,,,,,,,,UMKF01,#30 in Computer Microphones
1826,Treesine Wireless Bluetooth Cat Ear Headphones with Mic 7 Colors LED Light Flashing Glowing On-Ear Stereo Gaming Headset Compatible with Smartphones PC Tablet for Girls Kids,Treesine,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJQR24M752JI0&isAmazonFulfilled=1,"Riwbox Bluetooth Headphones, Riwbox CT-7 Cat Ear LED Light Up Wireless Foldable Headphones Over Ear…",https://www.amazon.com/Riwbox-Bluetooth-Headphones-Microphone-Smartphones/dp/B07HL1H93Y/ref=pd_bxgy_2/145-5037650-0177964?_encoding=UTF8&pd_rd_i=B07HL1H93Y&pd_rd_r=bc546208-12b5-47be-8b64-09d9e7ad502a&pd_rd_w=REdXP&pd_rd_wg=OjILb&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=RB948ZNYHMJMWV0SGFFG&psc=1&refRID=RB948ZNYHMJMWV0SGFFG,https://www.amazon.com//Treesine-Bluetooth-Headphones-Microphone-Smartphones/product-reviews/B07P1SR1D2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2 ounces,,Treesine,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,3.8,,,,,,,,"February 25, 2019",,,,,,,,,,,,,,,B07P1SR1D2,,,,,,,,,7.4 x 2.17 x 3.15 inches,,,,,,,,,,,,,,,,,,,,,TS-ZW19,"#1,206 in On-Ear Headphones #2,089 in Over-Ear Headphones"
1827,"True Wireless Earbuds Running Sport, Vidonn T1 Half-in Ear Bluetooth Earbuds Sport TWS, Over Ear Bass+ IP65 Waterproof Sport Headphones, BT5.0/Touch Control/30H Playtime/Charging Case/Built-in Mics","Vidonn Information Technology Co., Ltd",https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A38POP16CUBKQ2&isAmazonFulfilled=1,"Cordless Drill Driver Kit, Meterk 12V Impact Drill Set, 50PCS Drill Set with Lithium-Ion Battery…",https://www.amazon.com/Cordless-Meterk-Lithium-Ion-Battery-Drilling/dp/B08DHJN9RS/ref=pd_bxgy_2/133-8306239-8865958?_encoding=UTF8&pd_rd_i=B08DHJN9RS&pd_rd_r=2173feb8-25ef-431d-a871-bdfd7260d7e4&pd_rd_w=ul24q&pd_rd_wg=nKmoG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=9QYBAC2VQF81SJ4FAKQW&psc=1&refRID=9QYBAC2VQF81SJ4FAKQW,https://www.amazon.com//Wireless-Bluetooth-Sweatproof-Headphones-Earphones/product-reviews/B085G86YC1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 ounces,,Vidonn,2 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.2,,,,,,6.54 x 4.29 x 1.61 inches,,"March 4, 2020",,,,,,,,,,,,,,,B085G86YC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,237 in Earbud & In-Ear Headphones"
1828,Headphone Case Compatible with Beats Solo 3/ Beats Solo Pro/Beats Solo 2/ Beats Studio Wireless Noise Cancelling On-Ear Headphones. Bluetooth Headset Holder Fits for USB Cable -Blue (Box Only),GWCASE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TVB56DFPWUF8&isAmazonFulfilled=1,,,https://www.amazon.com//Headphone-Compatible-Cancelling-Headphones-Bluetooth/product-reviews/B08QHBP37V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,3.8 ounces,,GWCASE,,,,,,,,,,,,,,,,,,4.7,,,,,,1 x 1 x 1 inches,,"December 14, 2020",,,,,,,,,,,,,,,B08QHBP37V,,,,,,,,,,,,"Bluetooth, Wired","Wireless, Carying case included, Water-resistant, USB connectivity, Noise-Canceling, Foldable",,,,,Bluetooth,,,,,,,,Speakers,,,,,"#5,692 in Headphone Cases"
1829,"USB Type C Earbuds Stereo Earphones in Ear Earbud Headphones with Microphone Bass Headset with Mic and Volume Control Compatible with Google Pixel 2/XL, Xiaomi, Huawei and More (H1)",GhD,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2M6WGFUJ74OAU&isAmazonFulfilled=1,"MillSO USB Type C to 3.5mm Headphone Jack Adapter, Sapphire Blue TRRS Type-C Male to 3.5mm Female…",https://www.amazon.com/MillSO-Headphone-Adapter-Sapphire-Headset/dp/B088RC8BZM/ref=pd_bxgy_2/134-7240492-2848435?_encoding=UTF8&pd_rd_i=B088RC8BZM&pd_rd_r=a70660d7-ffbb-434a-9f04-3c736e885f4c&pd_rd_w=H0olP&pd_rd_wg=cye1S&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EQE28EN9GPA63DVAEQ59&psc=1&refRID=EQE28EN9GPA63DVAEQ59,https://www.amazon.com//Earbuds-Headphones-Microphone-Earphones-Compatible/product-reviews/B083H8Z12F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76 ounces,,QHRM,,,,,,,,,,,,,,,,,,4.3,,,,,,5.4 x 4 x 0.8 inches,,"January 4, 2020",,,,,,,,,,,,,,,B083H8Z12F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,593 in Earbud & In-Ear Headphones"
1830,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice Remote with Headphone Jack and Personal Shortcuts, includes Premium HDMI Cable",Nationwide-Distributors,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3C2UZZKYRDEBM&isAmazonFulfilled=1,Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV…,https://www.amazon.com/Roku-Streaming-Stick-HDR-Streaming-Long-range/dp/B075XLWML4/ref=pd_bxgy_2/135-3210350-8681540?_encoding=UTF8&pd_rd_i=B075XLWML4&pd_rd_r=6c8a6846-beb3-4789-915b-9946391ea1f0&pd_rd_w=Y243N&pd_rd_wg=kNhUl&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0MX2MEWGCR4FXG9V49XH&psc=1&refRID=0MX2MEWGCR4FXG9V49XH,https://www.amazon.com//Roku-Streaming-Bluetooth-Headphone-Shortcuts/product-reviews/B08G9TJWW9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4 ounces,,Roku,2 AA batteries required. (included),,,,,,,,,,,,,,,,,4.7,,,,,,,,"October 15, 2020",,,,,,,,,,,,,,,B08G9TJWW9,,,,,,,,,4.9 x 4.9 x 0.8 inches,,,,,,,,,,,,,,,,,,,,,4800R,#38 in Electronics ( See Top 100 in Electronics ) #8 in Streaming Media Players
1831,"LinkIdea Hard Headphone Case for JBLs Tune 500BT, JBLs T500bt, JBLs T600BTNC, JBLs Live 400BT, JBLs T450BT, JBLs E45BT, Hardshell Travel Carrying Storage Bag with Space for Cable, Parts (Black)",LinkIdea,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A33ROFUWBZSAM4&isAmazonFulfilled=1,,,https://www.amazon.com//LinkIdea-Headphone-T600BTNC-Hardshell-Carrying/product-reviews/B083ZVNKQP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1 ounces,,LinkIdea,,,,,,,,,,,,,,,,,,4.6,,,,,,,,"January 18, 2020",,,,,,,,,,,,,,,B083ZVNKQP,,,,,,,,,7.48 x 5.91 x 1.18 inches,,,,,,,,,,,,,,,,,,,,,LI2682,"#1,974 in Headphone Cases"
1832,"Jabra Evolve 80 MS Teams Wired Headset Professional Telephone Headphones with Unrivalled Noise Cancellation for Calls and Music, Features World Class Speakers and All Day Comfort",,,,,https://www.amazon.com//Jabra-Evolve-Professional-Cancelling-Headphones/product-reviews/B00OD753U8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,Black,,,,,Wired,,,,Headphones,,,,,,,,1.2 pounds,,Jabra,1 C batteries required. (included),,,,,,,,,,,,,,,,,4.1,,,No,,,,,"September 29, 2014",,,,,,,,,,,,,"Evolve 80 headset, Poly bag for controller, Poly bag for Quick Start Guide and WWD, Warranty leaflet, Skype for business label, USB Controller, Warning leaflet, Quick Start Guide",,B00OD753U8,,,,,,,,,8.46 x 9.13 x 2.24 inches,,,Wired,Noise-Canceling,,,,,,,,,,,,,Wireless,,,,7899-823-109,"#1,127 in On-Ear Headphones #1,931 in Over-Ear Headphones"
1833,"Nivava K7 Pro Pink Gaming Headset for PS4, PS5, PC, Xbox One Headset with Noise Cancelling Microphone Colorful Marquee Light & Soft Earmuffs, Compatible with Nintendo Switch, Mac, Computer, Laptop",NIVAVA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2DV5TFFLX7KNB&isAmazonFulfilled=1,"Wireless Controller for PS4, Remote for Playstation 4 with Charging Cable, Berry Blue Remote,New…",https://www.amazon.com/Wireless-Controller-Remote-Playstation-Charging/dp/B07W6Z2L6V/ref=pd_bxgy_2/133-2011855-4888642?_encoding=UTF8&pd_rd_i=B07W6Z2L6V&pd_rd_r=f246558e-fdf6-4f55-b0a4-c91822e47a9d&pd_rd_w=JO1yR&pd_rd_wg=16bNQ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=22KA8M5R23ZEXXMGF94Q&psc=1&refRID=22KA8M5R23ZEXXMGF94Q,https://www.amazon.com//Nivava-K7-Pro-Cancelling-Microphone/product-reviews/B089W8B42T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 ounces,,Nivava,,,,,,,,,,,,,,,,,,4.4,,,,,,8.74 x 8.11 x 4.65 inches,,"June 9, 2020",,,,,,,,,,,,,,,B089W8B42T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K7 Pro,"#2,016 in Video Games ( See Top 100 in Video Games ) #99 in PlayStation 4 Headsets #595 in PC Games & Accessories"
1834,"Sports TWS Wireless Earbuds, Soundnova Airsport2-2nd Gen 60H Premium Bluetooth V5.1 Sport Headphones with LED Display Charging Case, Top Deep Bass IPX7 Waterproof Earphones for Gym Running Workout",Soundnova US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3FWKSX49RUS4L&isAmazonFulfilled=1,Occiam Bluetooth Headphones-True Wireless Earbuds 48Hrs Playtime Earphones TWS Deep Bass Loud Voice…,https://www.amazon.com/Bluetooth-Headphones-True-Waterproof-Microphone-Workout-Black/dp/B08H1WNYTR/ref=pd_bxgy_2/134-5879805-0274602?_encoding=UTF8&pd_rd_i=B08H1WNYTR&pd_rd_r=6df39afa-14ce-4ae8-a0c1-ac896bfad34d&pd_rd_w=AxSin&pd_rd_wg=P08hT&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=87ERMY6VMJB45D452Q1E&psc=1&refRID=87ERMY6VMJB45D452Q1E,https://www.amazon.com//Soundnova-Airsport2-2nd-Bluetooth-Headphones-Waterproof/product-reviews/B089B124CY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03 ounces,,Soundnova,3 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,4.0,,,,,,,,"June 10, 2020",,,,,,,,,,,,,,,B089B124CY,,,,,,,,,2.17 x 1.73 x 1.18 inches,,,,,,,,,,,,,,,,,,,,,Airsport2BK,"#1,333 in Earbud & In-Ear Headphones"
