,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,number of usb 2.0 ports,is discontinued by manufacturer,domestic shipping,international shipping,computer memory type,department,manufacturer,additional features,brand name,material care instructions,max screen resolution,connectivity technologies,processor count,measurement system,item package quantity,hard drive rotational speed,hard drive interface,expansion,warranty description,memory speed,line size,national stock number,model,optical drive type,color,voltage,screen resolution,ASIN,assembled width,card description,language,other display features,size,ram,plug profile,product dimensions,item weight,rating,hardware platform,average battery life (in hours),pricing,light direction,os,chipset brand,display type,operating system,finish types,color screen,weight,part number,style,bulb features,best sellers rank,batteries,number of lights,item model number,contains,switch style,special features,installation method,average life,certification,wireless type,processor brand,date first available,item display height,wattage,color name,assembled height,shape,display style,batteries included?,number of items,included components,switch installation type,batteries required?,display technology,series,head style,material type,is assembly required?,power source,color temperature,colour,cover included,compatible devices,type of bulb,shade color,rear webcam resolution,shade material,specific uses,release date,connector type,flash memory size,specification met,number of usb 3.0 ports,item dimensions  lxwxh,number of pieces,graphics card ram size,folding,standing screen display size,batteries required,material,package dimensions,manufacturer part number,binding,assembled length,graphics coprocessor,brand
1127,"StarTech.com 1ft DVI Splitter Cable - M / F - DVI-D to 2x DVI-D Dual Video Splitter for Your Split Screen Computer Monitor (DVISPL1DD), Black",,,"DVI to DVI Cable, Benfei DVI-D to DVI-D Dual Link 6 Feet Cable",/Cable-Benfei-DVI-D-Dual-Link/dp/B07RHSBWXL/ref=pd_bxgy_2/132-4668734-0228426?_encoding=UTF8&pd_rd_i=B07RHSBWXL&pd_rd_r=b07a9de2-7dda-436d-97c5-9bab6da49ecb&pd_rd_w=BbUda&pd_rd_wg=FtN6l&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=CME4WCWT6XYMA3HVKPG8&psc=1&refRID=CME4WCWT6XYMA3HVKPG8,https://www.amazon.com//StarTech-com-1ft-DVI-Splitter-Cable/product-reviews/B00111EMMO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,Yes,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S. Learn More,,,STARTECH.COM,,,,,,1.0,,,,,,,,,,,,Black,,,B00111EMMO,,,,,,,,8.66 x 4.92 x 1.5 inches,1.44 ounces,3.8,,,,,,,,,,,,,,,#135 in DVI-HDMI Adapters,,,DVISPL1DD,,,,,,,,,"July 28, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66 x 4.92 x 1.5 inches,,,,,,,,,,,,StarTech
1128,"Larmtek 1080p Full Hd Webcam with Webcam Cover,Computer Laptop Pc Mac Desktop Camera for Conference and Video Call,Pro Stream Webcam with Plug and Play Video Calling,Webcam Stand Included",LarmTek,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2EY0NNW0UXU7H&isAmazonFulfilled=1,"Anker 4-Port USB 3.0 Hub, Ultra-Slim Data USB Hub with 2 ft Extended Cable [Charging Not Supported…",https://www.amazon.com/Anker-Extended-MacBook-Surface-Notebook/dp/B07L32B9C2/ref=pd_bxgy_2/132-6384348-0775767?_encoding=UTF8&pd_rd_i=B07L32B9C2&pd_rd_r=d0c949b5-e3fa-40ac-8069-a71aaeccb4e6&pd_rd_w=nrDxV&pd_rd_wg=0iRue&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=M8M28BV63QTRDXNQQPES&psc=1&refRID=M8M28BV63QTRDXNQQPES,https://www.amazon.com//LARMTEK-Webcam-Computer-Conference-Calling/product-reviews/B07P84DN2K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,LarmTek,,,,,,,,,,,,,,,,,,,,,B07P84DN2K,,,,,,,,4.33 x 2.76 x 1.97 inches,4.8 ounces,4.3,,,,,,,,,,,,,,,#66 in Webcams,,,LarmTek,,,,,,,,,"February 24, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,"USB C Hub Dual HDMI Monitor Adapter for Laptop, USB C Docking Station Dual Monitor, USB C Hub with 2 HDMI Ports, VGA, Ethernet, PD, USB, 3.5mm and SD/TF Card Readers (12-in-1)",Purgo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2M5G15WW82KS5&isAmazonFulfilled=1,,,https://www.amazon.com//Monitor-Adapter-Docking-Station-Ethernet/product-reviews/B08RB68DJ8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Purgo,,,,,,,,,,,,,,,,,,,,,B08RB68DJ8,,,,,,,,,7.9 ounces,4.6,,,,,,,,,,,,,,,#479 in USB Hubs,,,,,,,,,,,,"December 25, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09 x 4.72 x 1.14 inches,,,,,
1130,TP-Link Omada Hardware Controller | SDN Integrated | 2 Gigabit Port + 1 USB 3.0 Port | Manage Up to 500 Devices | Easy & Intelligent Network Monitor & Maintenance | Cloud Access & Omada App (OC300),,,,,https://www.amazon.com//TP-Link-Controller-Intelligent-Maintenance-OC300/product-reviews/B08M12VD9Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,TP-Link,,,,,,,,,,,,,,,,,,,,,B08M12VD9Q,,,,,,,,11.57 x 7.09 x 1.73 inches,2.75 pounds,4.6,,,,,,,,,,,,,,,#498 in Computer Networking Switches,,,OC300,,,,,,,,,"December 19, 2020",,,,,,,,,,,,,OC300,,,,,,,,,,,,,,,,,,1.0,11.57 x 7.09 x 1.73 inches,,,,,,,,,,,,TP-Link
1131,Laptop Monitor Light Bar Sicotool Computer Screen Light E-Reading Screen LED Task Lamp Color 3 Adjustable Temperature USB Powered Eye-Care No Screen Glare(Black),shangjia,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A21VZHCPANGYL6&isAmazonFulfilled=1,Luibor for Samsung Galaxy S20 FE Screen Protector[3 Pack]+ for Samsung Galaxy S20 FE Camera Lens…,https://www.amazon.com/Luibor-Galaxy-S20-FE-Anti-Scratch/dp/B08JTH5VLL/ref=pd_bxgy_2/136-8047041-4480855?_encoding=UTF8&pd_rd_i=B08JTH5VLL&pd_rd_r=5b14f80e-a6c0-48b0-aa74-3b8250a80c5d&pd_rd_w=BdlGw&pd_rd_wg=1wytD&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=JMX9NKP8DAXVPF6AQDXV&psc=1&refRID=JMX9NKP8DAXVPF6AQDXV,https://www.amazon.com//Sicotool-Computer-Reading-Adjustable-Temperature/product-reviews/B08HQJYJH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,sicotool,,,,,,,,,,,,,,,,,,,,,B08HQJYJH6,,,,,,,,,5 ounces,4.6,,,,,,,,,,,,,,,#153 in USB Reading Lamps,,,,,,,,,,,,"September 16, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87 x 2.48 x 1.85 inches,,,,,
1132,"Acer SA270 Bbmipux 27 Full HD (1920 x 1080) IPS Ultra-Slim Edge-to-Edge Monitor with AMD Radeon FreeSync Technology, 1ms VRB, (USB 3.1 Type-C Port, Display Port & HDMI Port), Black",,,,,https://www.amazon.com//Acer-SA270-Bbmipux-Ultra-Slim-Technology/product-reviews/B0892KK765/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Acer,,,,1920 x 1080,,,,,,,,,,,,,,Black,,,B0892KK765,,,,,,,,24.4 x 8.3 x 17.9 inches,11.75 pounds,4.0,,,,,,,,,,,,,,,"#144,509 in Electronics ( See Top 100 in Electronics ) #3,376 in Computer Monitors",,,SA270 Bbmipux,,,,,,,,,"June 8, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4 x 8.3 x 17.9 inches,,,,27,,,,,,,,Acer
1133,"ToLaFio Wood Monitor Stand Riser,Desk TV Shelf,Ergonomic Laptop Printer Stand for Laptop,Computer,Notebook,iMac,PC",Lavival,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2NCY9DDQGOS26&isAmazonFulfilled=1,,,https://www.amazon.com//ToLaFio-Monitor-Ergonomic-Computer-Notebook/product-reviews/B08DKDCSZ6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Fairy kingdom,,,,,,,,,,,,,,,,,,Natural,,,B08DKDCSZ6,,,,,1 Tier,,,,2.84 pounds,4.2,,,,,,,,,,,,,,,"#148,284 in Office Products ( See Top 100 in Office Products ) #1,480 in Monitor Arms & Monitor Stands",,,,,,,,,,,,"July 24, 2020",,,,,,,,,,,,,,,"Medium density fiberboard, Wood",,,,,,,,,,,,,,,,,,,,,,,,22.3 x 9.5 x 1.8 inches,SDNJ006,,,,ToLaFio
1134,OSOYOO 3.5 HDMI LCD Touch Screen Monitor Display TFT for Raspberry Pi 4 3 Model B B+ 2 Audio Output with Stylus Pen,osoyoo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2EI6KAMUCDRJD&isAmazonFulfilled=1,Raspberry Pi 4 Model B 2019 Quad Core 64 Bit WiFi Bluetooth (4GB),https://www.amazon.com/Raspberry-Model-2019-Quad-Bluetooth/dp/B07TC2BK1X/ref=pd_bxgy_2/145-5454012-6623500?_encoding=UTF8&pd_rd_i=B07TC2BK1X&pd_rd_r=96095398-9dfb-4aff-9263-dc3c79b75793&pd_rd_w=xR9bn&pd_rd_wg=MG004&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=FZHG2HD2KX27JJPFC7RN&psc=1&refRID=FZHG2HD2KX27JJPFC7RN,https://www.amazon.com//OSOYOO-Screen-Monitor-Display-Raspberry/product-reviews/B085PYS8P2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,Shenzhen vership Co. LTD,,,,,,,,,,,,,,,,,,,,,B085PYS8P2,,,,,,,,,1.44 ounces,4.0,,,,,,,,,,,,,,,"#64,472 in Electronics ( See Top 100 in Electronics ) #1,753 in Computer Monitors",,,Pi4-2016011800,,,,,,,,,"March 10, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4 x 3.6 x 1.5 inches,,,,,
1135,"Adjustable Monitor Stand Riser, 6 Height Adjustable Monitor Stand for Laptop, Computer iMac Pc Printer, Ergonomic Desktop Stand with Phone & Tablet Holder",YunStone,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3FELCL6W0HLWU&isAmazonFulfilled=1,,,https://www.amazon.com//Adjustable-Monitor-Computer-Printer-Ergonomic/product-reviews/B08NSDRD6H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Prcmapt,,,,,,,,,,,,,,,,,,Apricot,,,B08NSDRD6H,,,,,Long without Drawer,,,,2.25 pounds,4.5,,,,,,,,,,,,,,,"#98,569 in Office Products ( See Top 100 in Office Products ) #1,097 in Monitor Arms & Monitor Stands",,,,,,,,,,,,"November 18, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25 x 8.9 x 3.5 inches,L-01,,,,Prcmapt
1136,"Monitor Stand Riser - 3 Height Adjustable Computer Monitor Stand for Laptop, iMac, PC, Printer, Notebook and All Flat Screen Display with Mesh Platform for Airflow - Black (1Pack)",Moclever,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ABCMOGE5MJBSO&isAmazonFulfilled=1,,,,,,,,,,Moclever,,,,,,,,,,,,,,,,,,1pack,,,B08L3SLV1R,,,,,,,,,2.7 pounds,4.5,,,,,,,,,,,,,,,"#399,514 in Office Products ( See Top 100 in Office Products ) #3,225 in Monitor Arms & Monitor Stands",,,,,,,,,,,,"October 12, 2020",,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,15.36 x 9.49 x 1.11 inches,T2401,,,,Moclever
1137,HumanCentric Mounting Bracket Compatible with Intel NUC | VESA Monitor Arm Extension Plate Compatible with The NUC Mini PC Computer,HumanCentric,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A383DI1D5IGYZ0&isAmazonFulfilled=1,"HumanCentric Mac Mini Mount | Custom Mount for The Mac Mini, VESA Compatible, Wall Mount, Under Desk…",https://www.amazon.com/HumanCentric-Mount-Custom-Compatible-Patented/dp/B0717152XT/ref=pd_bxgy_2/145-2526578-4097800?_encoding=UTF8&pd_rd_i=B0717152XT&pd_rd_r=8e7960d4-aaa4-4fdf-96b4-53195bf77f87&pd_rd_w=s2ssy&pd_rd_wg=6jyMz&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=J7R7QMCXJBQ9X23MHGDZ&psc=1&refRID=J7R7QMCXJBQ9X23MHGDZ,https://www.amazon.com//HumanCentric-Mounting-Compatible-Extension-Computer/product-reviews/B07KB4YWQS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,B07KB4YWQS,,,,,,,,10.5 x 4.9 x 0.75 inches,11.2 ounces,4.6,,,,,,,,,,,,,,,"#13,447 in Office Products ( See Top 100 in Office Products ) #231 in Monitor Arms & Monitor Stands",,,101-2040,,,,,,,,,"October 23, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5 x 4.9 x 0.75 inches,,,,,,,,,,,,HumanCentric
1138,T-Power (90w) Ac Dc Adapter Charger Compatible with HP 18'' 19'' 20 21 32 HP Pavilion (N193) 20 23'' OMEN Gaming All-in-One Desktop PC Monitor Replacement Switching Power Supply Cord Charger,T-Power USA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A27SVFUT1EWV2K&isAmazonFulfilled=1,,,https://www.amazon.com//T-Power-Compatible-Pavilion-Replacement-Switching/product-reviews/B0091IP4VM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,T POWER,,,,,,,,,,,,,,,,,,,,,B0091IP4VM,,,,,,,,,8 ounces,4.4,,,,,,,,,,,,,,,"#8,690 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #2,024 in Laptop Chargers & Adapters",,,TP-HI6-4VM,,,,,,,,,"August 23, 2012",,,,,,,,,,,,,,,,,Corded Electric,,,,,,,,,,,,,,,,,,,,,,8.1 x 5.9 x 1.7 inches,,,,,T POWER
1139,"LED LCD Monitor Stand Folding Desk Computer Monitor Stand Mount for 10-27 inch Screen,Height Adjustable 8-10 inch VESA 75x75,100x100mm",KEII,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3PXXCSSCGSZ2T&isAmazonFulfilled=1,,,,,,,,,,Coret,,,,,,,,,,,,,,,,,,Black,,,B08JFWQJDH,,,,,,,,,2.07 pounds,0.0,,,,,,,,,,,,,,,"#486,698 in Office Products ( See Top 100 in Office Products ) #3,766 in Monitor Arms & Monitor Stands",,,,,,,,,,,,"September 18, 2020",,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,12 x 7 x 2 inches,U-S220-v2,,,,Coret
1140,"Nasbai 23.8 inch Privacy Filter Screen Protector, Anti-Spy/Glare Protective Film for Widescreen Computer Monitor - 527mm(W) x 297mm(H) - 16:9 Aspect Ratio",naidoor,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TQAIDS220FMM&isAmazonFulfilled=1,,,https://www.amazon.com//Nasbai-Protector-Anti-Spy-Protective-Widescreen/product-reviews/B083FXBSHM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Nasbai,,,,,,,,,,,,,,,,,,,,,B083FXBSHM,,,,,,,,,4.6 ounces,2.8,,,,,,,,,,,,,,,#295 in Monitor Anti-Glare & Privacy Filters,,,,,,,,,,,,"January 3, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54 x 10.24 x 0.04 inches,,,,,
1141,TQVAI 17 Natural Bamboo Monitor Stand 1 Pack Computer Monitor Riser PC Keyboard Storage - Natural/Brown,TQVAI Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AOBNZ3O426F47&isAmazonFulfilled=1,,,https://www.amazon.com//TQVAI-Natural-Monitor-Computer-Keyboard/product-reviews/B08DTYFDTM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,ShiYuan,,,,,,,,,,,,,,,,,,Natural/Brown,,,B08DTYFDTM,,,,,"17""W(1 Pack)",,,,1.98 pounds,4.0,,,,,,,,,,,,,,,"#146,300 in Office Products ( See Top 100 in Office Products ) #1,461 in Monitor Arms & Monitor Stands",,,,,,,,,,,,"July 29, 2020",,,,,,,,,,,,,,,"Wood, Bamboo",,,,,,,,,,,,,,,,,,,,,,,,17.4 x 8.43 x 3.9 inches,TQVAI-BAMBOOMS,,,,TQVAI
1142,"Portable Monitor for Laptop -1080p Mobile Pixels Laptop Screen HDMI Gaming Monitor,USB 2.0 A/Type-C Computer Monitors,Full HD IPS Bracket Screens Dual or Triple for Windows/OS/Android",Blu7ive,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A19IHEW4DMQVBV&isAmazonFulfilled=1,,,https://www.amazon.com//Portable-Monitor-Computer-Monitors-Bracket/product-reviews/B08QR77RBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Blu7ive,,,,,,,,,,,,,,,,,,,,,B08QR77RBD,,,,,,,,,1.5 pounds,4.4,,,,,,,,,,,,,,,"#212,384 in Electronics ( See Top 100 in Electronics ) #4,607 in Computer Monitors",,,,,,,,,,,,"December 16, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89 x 9.96 x 2.2 inches,,,,,
1143,"DisplayPort Cable, Silkland DP Cable 6.6 ft [4K@60Hz, 2K@165Hz, 2K@144Hz], Braided Display Port Cable 1.2 High Speed DisplayPort to DisplayPort Cable Compatible 3D, Laptop, PC, Gaming Monitor - Grey",SILKLANDTECH,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JZ9CCGR42Y7I&isAmazonFulfilled=1,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/136-9048913-4341309?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=44d6b982-a7e8-40d1-937d-5aedc060e817&pd_rd_w=adxrx&pd_rd_wg=O6Vp3&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=B3EN15XWF1SSPJWA91NE&psc=1&refRID=B3EN15XWF1SSPJWA91NE,https://www.amazon.com//DisplayPort-Silkland-Braided-Display-Compatible/product-reviews/B0861QVLHQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Silkland,,,,,,,,,,,,,,,,,,Grey,,,B0861QVLHQ,,,,,,,,,4.6 ounces,4.7,,,,,,,,,,,,,,,#1 in Firewire Cables,,,Silkland-D01CA,,,,,,,,,"June 17, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39 x 7.72 x 0.71 inches,,,,,Silkland
1144,"VisionTek VT1000 Universal Dual Full HD USB 3.0 Laptop Monitor Docking Station, Displaylink, HDMI, DisplayPort, VGA, RJ45 Ethernet, for MacBook & Windows (901147)",,,,,https://www.amazon.com//VisionTek-VT1000-Universal-Dual-Display/product-reviews/B07B4LZCJS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,VISIONTEK MASS STORAGE,,,,,,,,,,,,,,,,,,,,,B07B4LZCJS,,,,,,,,5.95 x 2.8 x 0.8 inches,8 ounces,4.3,,,,,,,,,,,,,,,"#3,348 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #193 in Laptop Docking Stations",,,VT1000,,,,,,,,,"December 4, 2018",,,,,,,,,,,,,VT1000,,,,,,,,,,,,,,,,,,,5.95 x 2.8 x 0.8 inches,,,,,,,,,,,,VisionTek
1145,LG 29 29WK500-P LED IPS LCD Monitor Dual HDMI UltraWide 21:9 AMD FreeSync Screen Split 2.0 - Black,ADCImports,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2DHQ33MROA857&isAmazonFulfilled=1,,,https://www.amazon.com//LG-29WK500-P-Monitor-Dual-UltraWide/product-reviews/B07BBT5M8T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,LG,,,,2560x1080,,,,,,,,,,,,,,Black,,,B07BBT5M8T,,,,,,,,27.48 x 3.03 x 12.5 inches,10.36 pounds,4.5,,,,,,,,,,,,,,,"#70,912 in Electronics ( See Top 100 in Electronics ) #1,869 in Computer Monitors",,,29WK500,,,,,,,,,"March 29, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.48 x 3.03 x 12.5 inches,,,,29 Inches,,,,,,,,LG
1146,"Universal Docking Station,WAVLINK Laptop Docking Station with Gigabit Ethernet,USB 3.0 Dock with Dual Video Monitor Display Outputs HDMI/DVI/VGA,6 USB Ports Dock for Windows&MacBook",ruiyaotech,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3T0YS2YYEDU72&isAmazonFulfilled=1,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/134-5648953-1351423?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=05f8b38f-435d-41a2-9b44-55dd81e0a06b&pd_rd_w=fNJNR&pd_rd_wg=dKNvo&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=26X3DAH8K3KFNTD69RW9&psc=1&refRID=26X3DAH8K3KFNTD69RW9,,,,,,,,WAVLINK,,,,,,,,,,,,,,,,,,Black,240 volts,,B0823K4R23,,,,,,,,3.15 x 1.97 x 5.51 inches,1.93 pounds,4.5,,,,,,,,,,,,,,,"#6,702 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #315 in Laptop Docking Stations",,,UG39DK1V,,,,,,,,,"November 27, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15 x 1.97 x 5.51 inches,,,,,,,,,,,,WAVLINK
1147,"21.5 Inch Monitor Screen Protector -Blue Light Filter, Eye Protection Blue Light Blocking Anti Glare Screen Protector with 16:9 Aspect Ratio Screen(476x268 mm) for 21.5 Widescreen Desktop Monitor",Phmeni,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3KKHH9SJ44FUV&isAmazonFulfilled=1,,,https://www.amazon.com//Computer-Protector-FORITO-Protection-Widescreen/product-reviews/B07DDCX3BD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,FORITO,,,,,,,,,,,,,,,,,,"Blue Light -21.5"" 16:9",,,B07DDCX3BD,,,,,,,,,8 ounces,3.8,,,,,,,,,,,,,,,#28 in Monitor Anti-Glare & Privacy Filters,,,F-BSP21.5,,,,,,,,,"May 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5 Inches,,,13.5 x 2.8 x 2.8 inches,,,,,FORITO
1148,"VGA to HDMI, Onten 1080P VGA to HDMI Adapter (Male to Female) for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV with Audio Cable and USB Cable (Black)",OntenDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A21T5XGYA3EGW0&isAmazonFulfilled=1,,,https://www.amazon.com//Adapter-Computer-Desktop-Monitor-Projector/product-reviews/B07BKYBKGP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,Onten,,,,,,,,,,,,,,,,,,,,,B07BKYBKGP,,,,,,,,1.82 x 1.5 x 0.5 inches,3.98 ounces,4.1,,,,,,,,,,,,,,,#6 in HDMI-to-VGA Adapters #588 in Computer Cables & Interconnects,,,OT-5138,,,,,,,,,"March 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,kwmobile Monitor Cover Compatible with 24-26 Monitor - Dust Monitor Case Screen Display Protector - Don't Touch My Screen White/Black,KW-Commerce-US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMSX5DNP8SYFQ&isAmazonFulfilled=1,,,https://www.amazon.com//kwmobile-Monitor-Cover-24-26-Protector/product-reviews/B078KD6KM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,KW-Commerce,,,,,,,,,,,,,,,,,,,,,B078KD6KM6,,,,,,,,12.99 x 9.06 x 0.51 inches,0.704 ounces,4.5,,,,,,,,,,,,,,,#9 in Computer Monitor Dust Covers,,,43618.01_m000836,,,,,,,,,"December 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,"Sceptre 32 inch QHD IPS LED Monitor HDR400 2560x1440 HDMI DisplayPort up to 144Hz 1ms Height Adjustable, Build-in Speakers Gunmetal Black 2021 (E325B-QPN168)",,,,,,,,,,,,Sceptre,,,,2560 x 1440 Pixels,,,,,,,,,,,,,,Gunmetal Black,,2560 x 1440,B08VTW474P,,,,,,,,28.29 x 23.69 x 9.75 inches,19.44 pounds,0.0,,,,,,,,,,,,,,,"#84,373 in Electronics ( See Top 100 in Electronics ) #2,133 in Computer Monitors",,,E325B-QPN168,,,,,,,,,"February 3, 2021",,,,,,,,,,,,,E275B-QPN168,,,,,,,,,,,,,,,,,,,28.29 x 23.69 x 9.75 inches,,,,32 Inches,,,,,,,,Sceptre
